Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Salesperson,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryTime,Day_of_Week,is_weekend,quarter,DiscountValue,month,year,day,dayofweek,weekofyear,Revenue,Month,Month_Year,Quarter,Year,date,Delivery_time
2024-03-22,West,Laptop,13,290.93,Store C,Retail,Diana,Credit Card,FREESHIP,0,REG100136,Cust 9238,26.09,2024-03-22,2024-03-31,Wendy,9,4,False,1,14.546500000000002,3,2024,22,4,12,3592.9855,3,2024-03,1,2024,2024-03-22,9
2024-05-14,Central,Laptop,11,229.49,Store C,Retail,Bob,Cash,NULL,0,REG100137,Cust 1390,35.39,2024-05-14,2024-05-17,Cameron,3,1,False,2,22.949,5,2024,14,1,20,2271.9510000000005,5,2024-05,2,2024,2024-05-14,3
2023-05-30,Central,Monitor,2,427.36,Store A,Wholesale,Diana,Online,SAVE10,0,REG100138,Cust 8548,19.42,2023-05-30,2023-06-02,Cameron,3,1,False,2,21.368000000000002,5,2023,30,1,22,811.984,5,2023-05,2,2023,2023-05-30,3
2023-03-19,North,Phone,2,443.51,Store C,Wholesale,Alice,Cash,NULL,0,REG100139,Cust 2919,13.65,2023-03-19,2023-03-22,Ryan,3,6,True,1,22.1755,3,2023,19,6,11,842.669,3,2023-03,1,2023,2023-03-19,3
2023-08-09,Central,Desk,13,280.63,Store B,Wholesale,Alice,Credit Card,SAVE10,0,REG100140,Cust 5847,10.14,2023-08-09,2023-08-14,Cameron,5,2,False,3,42.0945,8,2023,9,2,32,3100.9615,8,2023-08,3,2023,2023-08-09,5
2024-10-13,North,Chair,13,416.66,Store B,Wholesale,Bob,Credit Card,WINTER15,0,REG100141,Cust 5711,21.74,2024-10-13,2024-10-20,Ryan,7,6,True,4,62.499,10,2024,13,6,41,4604.093,10,2024-10,4,2024,2024-10-13,7
2024-04-29,Central,Tablet,4,163.66,Store B,Retail,Bob,Gift Card,WINTER15,1,REG100144,Cust 9618,31.8,2024-04-29,2024-05-01,Cameron,2,0,False,2,0.0,4,2024,29,0,18,654.64,4,2024-04,2,2024,2024-04-29,2
2023-03-18,West,Laptop,19,484.25,Store C,Wholesale,Bob,Debit Card,FREESHIP,1,REG100145,Cust 5203,29.51,2023-03-18,2023-03-20,Wendy,2,5,True,1,72.6375,3,2023,18,5,11,7820.6375,3,2023-03,1,2023,2023-03-18,2
2024-12-21,North,Chair,9,380.4,Store B,Retail,Carlos,Credit Card,NULL,0,REG100146,Cust 1732,31.0,2024-12-21,2024-12-27,Ryan,6,5,True,4,38.04,12,2024,21,5,51,3081.24,12,2024-12,4,2024,2024-12-21,6
2023-04-23,West,Chair,17,332.38,Store A,Retail,Frank,Credit Card,SAVE10,1,REG100147,Cust 4734,33.81,2023-04-23,2023-05-02,Wendy,9,6,True,2,33.238,4,2023,23,6,16,5085.414,4,2023-04,2,2023,2023-04-23,9
2024-03-03,South,Phone,9,382.8,Store D,Wholesale,Eva,Cash,NULL,0,REG100149,Cust 9691,47.94,2024-03-03,2024-03-05,Sophie,2,6,True,1,0.0,3,2024,3,6,9,3445.2000000000003,3,2024-03,1,2024,2024-03-03,2
2024-11-08,South,Tablet,20,159.33,Store A,Wholesale,Eva,Online,FREESHIP,0,REG100154,Cust 4358,26.32,2024-11-08,2024-11-11,Sophie,3,4,False,4,0.0,11,2024,8,4,45,3186.6000000000004,11,2024-11,4,2024,2024-11-08,3
2024-03-17,South,Phone,18,32.23,Store B,Retail,Bob,Credit Card,FREESHIP,0,REG100155,Cust 3588,6.04,2024-03-17,2024-03-21,Sophie,4,6,True,1,1.6115,3,2024,17,6,11,551.1329999999999,3,2024-03,1,2024,2024-03-17,4
2023-08-29,South,Monitor,3,527.77,Store C,Retail,Bob,Cash,FREESHIP,0,REG100156,Cust 4539,48.66,2023-08-29,2023-09-01,Sophie,3,1,False,3,52.777,8,2023,29,1,35,1424.979,8,2023-08,3,2023,2023-08-29,3
2023-06-22,South,Chair,14,291.09,Store A,Retail,Carlos,Cash,NULL,0,REG100157,Cust 7067,39.98,2023-06-22,2023-06-30,Sophie,8,3,False,2,0.0,6,2023,22,3,25,4075.2599999999998,6,2023-06,2,2023,2023-06-22,8
2024-02-24,South,Phone,8,350.12,Store C,Retail,Alice,Gift Card,FREESHIP,1,REG100158,Cust 7720,31.65,2024-02-24,2024-03-01,Sophie,6,5,True,1,0.0,2,2024,24,5,8,2800.96,2,2024-02,1,2024,2024-02-24,6
2024-04-10,North,Phone,10,195.26,Store D,Retail,Alice,Credit Card,WINTER15,0,REG100159,Cust 5668,46.91,2024-04-10,2024-04-15,Ryan,5,2,False,2,9.763,4,2024,10,2,15,1854.9699999999998,4,2024-04,2,2024,2024-04-10,5
2023-05-14,South,Monitor,13,291.1,Store A,Wholesale,Alice,Online,FREESHIP,0,REG100160,Cust 8367,7.66,2023-05-14,2023-05-19,Sophie,5,6,True,2,0.0,5,2023,14,6,19,3784.3,5,2023-05,2,2023,2023-05-14,5
2023-03-11,South,Monitor,6,93.92,Store B,Wholesale,Eva,Credit Card,FREESHIP,0,REG100161,Cust 4438,11.0,2023-03-11,2023-03-18,Sophie,7,5,True,1,14.088,3,2023,11,5,10,478.99199999999996,3,2023-03,1,2023,2023-03-11,7
2024-08-24,Central,Printer,5,15.92,Store D,Retail,Eva,Credit Card,NULL,1,REG100162,Cust 3481,8.66,2024-08-24,2024-08-26,Cameron,2,5,True,3,0.0,8,2024,24,5,34,79.6,8,2024-08,3,2024,2024-08-24,2
2024-02-23,South,Monitor,16,120.22,Store D,Retail,Bob,Cash,SAVE10,0,REG100163,Cust 1489,8.42,2024-02-23,2024-03-01,Sophie,7,4,False,1,18.032999999999998,2,2024,23,4,8,1634.992,2,2024-02,1,2024,2024-02-23,7
2024-01-30,North,Monitor,11,118.8,Store A,Retail,Eva,Online,SAVE10,0,REG100164,Cust 6649,39.32,2024-01-30,2024-02-06,Ryan,7,1,False,1,5.94,1,2024,30,1,5,1241.4599999999998,1,2024-01,1,2024,2024-01-30,7
2024-01-23,East,Tablet,10,92.45,Store C,Wholesale,Frank,Cash,WINTER15,1,REG100165,Cust 6114,42.61,2024-01-23,2024-01-29,Eric,6,1,False,1,9.245000000000001,1,2024,23,1,4,832.0500000000001,1,2024-01,1,2024,2024-01-23,6
2023-01-05,North,Laptop,19,463.51,Store B,Retail,Bob,Cash,FREESHIP,0,REG100166,Cust 9589,49.38,2023-01-05,2023-01-08,Ryan,3,3,False,1,0.0,1,2023,5,3,1,8806.69,1,2023-01,1,2023,2023-01-05,3
2023-12-21,North,Desk,7,284.7,Store D,Wholesale,Bob,Gift Card,NULL,0,REG100167,Cust 8184,5.36,2023-12-21,2023-12-30,Ryan,9,3,False,4,14.235,12,2023,21,3,51,1893.2549999999999,12,2023-12,4,2023,2023-12-21,9
2023-05-25,West,Laptop,20,343.25,Store C,Wholesale,Alice,Debit Card,FREESHIP,0,REG100168,Cust 2490,28.77,2023-05-25,2023-06-02,Wendy,8,3,False,2,17.1625,5,2023,25,3,21,6521.75,5,2023-05,2,2023,2023-05-25,8
2024-01-03,West,Tablet,12,164.31,Store B,Wholesale,Eva,Cash,NULL,1,REG100171,Cust 3446,38.9,2024-01-03,2024-01-07,Wendy,4,2,False,1,16.431,1,2024,3,2,1,1774.548,1,2024-01,1,2024,2024-01-03,4
2023-02-03,South,Tablet,10,325.18,Store C,Wholesale,Alice,Cash,WINTER15,0,REG100172,Cust 4877,47.39,2023-02-03,2023-02-13,Sophie,10,4,False,1,32.518,2,2023,3,4,5,2926.6200000000003,2,2023-02,1,2023,2023-02-03,10
2024-03-01,East,Monitor,17,542.82,Store A,Wholesale,Alice,Debit Card,WINTER15,1,REG100173,Cust 9112,7.13,2024-03-01,2024-03-08,Eric,7,4,False,1,0.0,3,2024,1,4,9,9227.94,3,2024-03,1,2024,2024-03-01,7
2023-05-24,North,Tablet,14,207.48,Store C,Wholesale,Eva,Online,NULL,0,REG100174,Cust 8172,5.7,2023-05-24,2023-06-02,Ryan,9,2,False,2,10.374,5,2023,24,2,21,2759.4839999999995,5,2023-05,2,2023,2023-05-24,9
2023-04-10,North,Chair,11,71.21,Store B,Retail,Diana,Online,NULL,1,REG100176,Cust 3690,44.2,2023-04-10,2023-04-14,Ryan,4,0,False,2,3.5604999999999998,4,2023,10,0,15,744.1444999999999,4,2023-04,2,2023,2023-04-10,4
2024-07-11,East,Laptop,6,555.03,Store C,Retail,Frank,Credit Card,NULL,1,REG100178,Cust 5602,23.69,2024-07-11,2024-07-20,Eric,9,3,False,3,55.503,7,2024,11,3,28,2997.162,7,2024-07,3,2024,2024-07-11,9
2024-08-17,East,Desk,13,421.08,Store B,Wholesale,Bob,Cash,NULL,0,REG100179,Cust 5616,24.51,2024-08-17,2024-08-20,Eric,3,5,True,3,0.0,8,2024,17,5,33,5474.04,8,2024-08,3,2024,2024-08-17,3
2024-11-06,South,Printer,3,503.55,Store C,Wholesale,Bob,Credit Card,WINTER15,0,REG100181,Cust 6315,37.49,2024-11-06,2024-11-13,Sophie,7,2,False,4,50.355000000000004,11,2024,6,2,45,1359.585,11,2024-11,4,2024,2024-11-06,7
2024-07-01,West,Laptop,16,72.92,Store C,Wholesale,Frank,Cash,FREESHIP,0,REG100183,Cust 7182,5.7,2024-07-01,2024-07-06,Wendy,5,0,False,3,3.6460000000000004,7,2024,1,0,27,1108.384,7,2024-07,3,2024,2024-07-01,5
2023-12-09,West,Printer,18,421.93,Store D,Retail,Bob,Gift Card,WINTER15,0,REG100184,Cust 7901,23.42,2023-12-09,2023-12-18,Wendy,9,5,True,4,21.096500000000002,12,2023,9,5,49,7215.003,12,2023-12,4,2023,2023-12-09,9
2023-06-27,North,Desk,15,478.41,Store B,Retail,Carlos,Debit Card,FREESHIP,0,REG100185,Cust 1736,35.63,2023-06-27,2023-06-30,Ryan,3,1,False,2,47.84100000000001,6,2023,27,1,26,6458.535000000001,6,2023-06,2,2023,2023-06-27,3
2023-07-14,South,Chair,9,501.74,Store D,Retail,Bob,Online,SAVE10,1,REG100186,Cust 7795,39.74,2023-07-14,2023-07-17,Sophie,3,4,False,3,0.0,7,2023,14,4,28,4515.66,7,2023-07,3,2023,2023-07-14,3
2023-02-08,South,Tablet,7,247.53,Store C,Wholesale,Alice,Gift Card,FREESHIP,0,REG100187,Cust 2471,13.63,2023-02-08,2023-02-16,Sophie,8,2,False,1,37.1295,2,2023,8,2,6,1472.8035,2,2023-02,1,2023,2023-02-08,8
2024-06-28,West,Tablet,6,176.51,Store C,Wholesale,Carlos,Debit Card,FREESHIP,1,REG100188,Cust 3068,31.02,2024-06-28,2024-07-07,Wendy,9,4,False,2,26.476499999999998,6,2024,28,4,26,900.2009999999999,6,2024-06,2,2024,2024-06-28,9
2024-04-15,West,Laptop,2,143.43,Store D,Wholesale,Bob,Credit Card,NULL,0,REG100189,Cust 3848,36.94,2024-04-15,2024-04-22,Wendy,7,0,False,2,0.0,4,2024,15,0,16,286.86,4,2024-04,2,2024,2024-04-15,7
2023-11-27,East,Monitor,12,538.5,Store C,Wholesale,Alice,Cash,SAVE10,0,REG100190,Cust 7777,18.54,2023-11-27,2023-12-06,Eric,9,0,False,4,26.925,11,2023,27,0,48,6138.9,11,2023-11,4,2023,2023-11-27,9
2023-08-06,South,Monitor,7,498.32,Store B,Wholesale,Alice,Credit Card,WINTER15,1,REG100192,Cust 2326,27.65,2023-08-06,2023-08-10,Sophie,4,6,True,3,49.832,8,2023,6,6,31,3139.4159999999997,8,2023-08,3,2023,2023-08-06,4
2024-12-13,South,Printer,15,57.14,Store B,Wholesale,Carlos,Debit Card,FREESHIP,0,REG100193,Cust 8304,7.02,2024-12-13,2024-12-22,Sophie,9,4,False,4,8.571,12,2024,13,4,50,728.535,12,2024-12,4,2024,2024-12-13,9
2023-11-26,West,Desk,12,107.45,Store C,Retail,Bob,Online,FREESHIP,0,REG100195,Cust 8617,18.17,2023-11-26,2023-12-02,Wendy,6,6,True,4,10.745000000000001,11,2023,26,6,47,1160.46,11,2023-11,4,2023,2023-11-26,6
2023-02-14,East,Chair,8,411.26,Store A,Retail,Frank,Gift Card,WINTER15,0,REG100196,Cust 3530,28.57,2023-02-14,2023-02-18,Eric,4,1,False,1,41.126000000000005,2,2023,14,1,7,2961.072,2,2023-02,1,2023,2023-02-14,4
2023-04-11,West,Printer,3,486.52,Store B,Wholesale,Carlos,Gift Card,NULL,0,REG100198,Cust 5739,16.5,2023-04-11,2023-04-20,Wendy,9,1,False,2,48.652,4,2023,11,1,15,1313.604,4,2023-04,2,2023,2023-04-11,9
2024-07-08,North,Monitor,18,415.04,Store C,Wholesale,Eva,Cash,WINTER15,0,REG100199,Cust 9707,33.58,2024-07-08,2024-07-13,Ryan,5,0,False,3,41.504000000000005,7,2024,8,0,28,6723.648,7,2024-07,3,2024,2024-07-08,5
2023-02-08,Central,Printer,19,165.38,Store B,Wholesale,Alice,Online,NULL,0,REG100200,Cust 9288,25.2,2023-02-08,2023-02-14,Cameron,6,2,False,1,24.807,2,2023,8,2,6,2670.8869999999997,2,2023-02,1,2023,2023-02-08,6
2024-04-09,West,Desk,2,117.47,Store C,Wholesale,Eva,Credit Card,FREESHIP,0,REG100201,Cust 1216,6.58,2024-04-09,2024-04-16,Wendy,7,1,False,2,0.0,4,2024,9,1,15,234.94,4,2024-04,2,2024,2024-04-09,7
2023-08-14,Central,Printer,9,461.79,Store C,Wholesale,Frank,Gift Card,NULL,0,REG100202,Cust 2489,47.81,2023-08-14,2023-08-18,Cameron,4,0,False,3,69.2685,8,2023,14,0,33,3532.6935000000003,8,2023-08,3,2023,2023-08-14,4
2024-09-02,West,Tablet,19,208.72,Store D,Retail,Frank,Credit Card,FREESHIP,0,REG100203,Cust 7171,38.41,2024-09-02,2024-09-06,Wendy,4,0,False,3,10.436,9,2024,2,0,36,3767.3959999999997,9,2024-09,3,2024,2024-09-02,4
2023-04-27,Central,Tablet,8,536.43,Store B,Retail,Carlos,Cash,NULL,1,REG100206,Cust 8171,14.58,2023-04-27,2023-05-07,Cameron,10,3,False,2,0.0,4,2023,27,3,17,4291.44,4,2023-04,2,2023,2023-04-27,10
2024-08-07,East,Phone,1,94.33,Store A,Wholesale,Carlos,Online,NULL,0,REG100207,Cust 2004,49.17,2024-08-07,2024-08-17,Eric,10,2,False,3,0.0,8,2024,7,2,32,94.33,8,2024-08,3,2024,2024-08-07,10
2023-04-15,West,Laptop,16,489.94,Store C,Retail,Frank,Cash,SAVE10,0,REG100208,Cust 4214,9.69,2023-04-15,2023-04-25,Wendy,10,5,True,2,48.994,4,2023,15,5,15,7055.136,4,2023-04,2,2023,2023-04-15,10
2023-08-12,South,Desk,4,551.71,Store A,Retail,Eva,Gift Card,NULL,1,REG100209,Cust 9837,26.32,2023-08-12,2023-08-15,Sophie,3,5,True,3,27.585500000000003,8,2023,12,5,32,2096.498,8,2023-08,3,2023,2023-08-12,3
2023-06-19,West,Printer,17,595.57,Store D,Retail,Bob,Credit Card,WINTER15,0,REG100210,Cust 2082,9.73,2023-06-19,2023-06-28,Wendy,9,0,False,2,89.33550000000001,6,2023,19,0,25,8605.9865,6,2023-06,2,2023,2023-06-19,9
2023-12-29,East,Printer,1,180.12,Store A,Wholesale,Eva,Debit Card,NULL,0,REG100211,Cust 3001,27.07,2023-12-29,2024-01-07,Eric,9,4,False,4,18.012,12,2023,29,4,52,162.108,12,2023-12,4,2023,2023-12-29,9
2023-03-26,East,Desk,12,301.5,Store D,Retail,Bob,Credit Card,FREESHIP,1,REG100212,Cust 6161,43.67,2023-03-26,2023-03-30,Eric,4,6,True,1,45.225,3,2023,26,6,12,3075.2999999999997,3,2023-03,1,2023,2023-03-26,4
2023-09-01,South,Phone,20,273.55,Store D,Retail,Frank,Debit Card,NULL,0,REG100213,Cust 5220,14.76,2023-09-01,2023-09-07,Sophie,6,4,False,3,41.0325,9,2023,1,4,35,4650.349999999999,9,2023-09,3,2023,2023-09-01,6
2024-08-05,West,Tablet,6,187.06,Store B,Wholesale,Frank,Debit Card,FREESHIP,0,REG100214,Cust 3386,11.03,2024-08-05,2024-08-13,Wendy,8,0,False,3,18.706,8,2024,5,0,32,1010.1240000000001,8,2024-08,3,2024,2024-08-05,8
2023-05-16,East,Tablet,4,85.16,Store D,Wholesale,Carlos,Credit Card,NULL,0,REG100216,Cust 3434,38.51,2023-05-16,2023-05-23,Eric,7,1,False,2,8.516,5,2023,16,1,20,306.576,5,2023-05,2,2023,2023-05-16,7
2023-02-14,North,Tablet,12,451.51,Store B,Wholesale,Carlos,Online,WINTER15,0,REG100217,Cust 1501,9.54,2023-02-14,2023-02-22,Ryan,8,1,False,1,67.7265,2,2023,14,1,7,4605.402,2,2023-02,1,2023,2023-02-14,8
2024-06-03,Central,Tablet,1,259.87,Store D,Retail,Eva,Gift Card,FREESHIP,0,REG100218,Cust 9683,19.2,2024-06-03,2024-06-12,Cameron,9,0,False,2,38.9805,6,2024,3,0,23,220.8895,6,2024-06,2,2024,2024-06-03,9
2023-11-08,Central,Tablet,20,268.25,Store D,Retail,Diana,Cash,FREESHIP,0,REG100219,Cust 5416,20.96,2023-11-08,2023-11-15,Cameron,7,2,False,4,13.412500000000001,11,2023,8,2,45,5096.75,11,2023-11,4,2023,2023-11-08,7
2023-01-24,West,Phone,10,266.13,Store B,Wholesale,Diana,Gift Card,WINTER15,0,REG100220,Cust 2153,21.01,2023-01-24,2023-01-26,Wendy,2,1,False,1,0.0,1,2023,24,1,4,2661.3,1,2023-01,1,2023,2023-01-24,2
2024-02-22,West,Monitor,4,36.82,Store C,Wholesale,Frank,Credit Card,WINTER15,1,REG100222,Cust 6372,24.86,2024-02-22,2024-03-01,Wendy,8,3,False,1,1.8410000000000002,2,2024,22,3,8,139.916,2,2024-02,1,2024,2024-02-22,8
2023-05-13,East,Laptop,7,82.77,Store D,Wholesale,Frank,Debit Card,SAVE10,1,REG100225,Cust 5530,15.66,2023-05-13,2023-05-17,Eric,4,5,True,2,12.4155,5,2023,13,5,19,492.4815,5,2023-05,2,2023,2023-05-13,4
2023-03-25,South,Desk,17,339.88,Store A,Retail,Alice,Cash,NULL,0,REG100226,Cust 5398,44.86,2023-03-25,2023-03-28,Sophie,3,5,True,1,0.0,3,2023,25,5,12,5777.96,3,2023-03,1,2023,2023-03-25,3
2024-11-22,South,Printer,19,364.32,Store B,Retail,Frank,Debit Card,NULL,1,REG100227,Cust 3247,39.76,2024-11-22,2024-11-25,Sophie,3,4,False,4,54.647999999999996,11,2024,22,4,47,5883.768,11,2024-11,4,2024,2024-11-22,3
2023-07-07,East,Tablet,3,71.91,Store B,Wholesale,Alice,Gift Card,WINTER15,1,REG100228,Cust 7137,46.25,2023-07-07,2023-07-17,Eric,10,4,False,3,0.0,7,2023,7,4,27,215.73,7,2023-07,3,2023,2023-07-07,10
2024-10-05,East,Tablet,20,576.3,Store D,Wholesale,Eva,Credit Card,NULL,0,REG100229,Cust 4627,25.22,2024-10-05,2024-10-09,Eric,4,5,True,4,28.814999999999998,10,2024,5,5,40,10949.699999999999,10,2024-10,4,2024,2024-10-05,4
2024-03-31,West,Laptop,7,120.6,Store B,Wholesale,Diana,Online,WINTER15,0,REG100230,Cust 4878,43.8,2024-03-31,2024-04-08,Wendy,8,6,True,1,0.0,3,2024,31,6,13,844.1999999999999,3,2024-03,1,2024,2024-03-31,8
2023-08-23,West,Printer,14,471.17,Store A,Wholesale,Carlos,Gift Card,FREESHIP,0,REG100232,Cust 8606,26.38,2023-08-23,2023-08-26,Wendy,3,2,False,3,23.558500000000002,8,2023,23,2,34,6266.561,8,2023-08,3,2023,2023-08-23,3
2024-08-14,South,Phone,20,14.33,Store D,Wholesale,Carlos,Debit Card,NULL,0,REG100233,Cust 9599,6.22,2024-08-14,2024-08-21,Sophie,7,2,False,3,1.433,8,2024,14,2,33,257.94000000000005,8,2024-08,3,2024,2024-08-14,7
2023-11-11,West,Monitor,14,16.33,Store B,Wholesale,Diana,Debit Card,WINTER15,0,REG100235,Cust 4173,22.72,2023-11-11,2023-11-16,Wendy,5,5,True,4,1.633,11,2023,11,5,45,205.75799999999998,11,2023-11,4,2023,2023-11-11,5
2024-04-01,Central,Desk,17,480.62,Store C,Wholesale,Carlos,Online,FREESHIP,0,REG100236,Cust 7607,37.09,2024-04-01,2024-04-09,Cameron,8,0,False,2,72.093,4,2024,1,0,14,6944.959,4,2024-04,2,2024,2024-04-01,8
2024-06-13,South,Chair,5,555.84,Store C,Retail,Diana,Credit Card,NULL,0,REG100237,Cust 4768,29.4,2024-06-13,2024-06-20,Sophie,7,3,False,2,27.792,6,2024,13,3,24,2640.2400000000002,6,2024-06,2,2024,2024-06-13,7
2023-11-28,North,Chair,18,174.03,Store B,Wholesale,Frank,Online,SAVE10,0,REG100238,Cust 5746,32.19,2023-11-28,2023-12-03,Ryan,5,1,False,4,17.403000000000002,11,2023,28,1,48,2819.286,11,2023-11,4,2023,2023-11-28,5
2024-11-11,Central,Desk,11,286.05,Store A,Retail,Bob,Debit Card,NULL,1,REG100239,Cust 3002,8.59,2024-11-11,2024-11-16,Cameron,5,0,False,4,28.605000000000004,11,2024,11,0,46,2831.8950000000004,11,2024-11,4,2024,2024-11-11,5
2024-11-04,North,Desk,16,40.73,Store D,Retail,Alice,Credit Card,NULL,0,REG100240,Cust 3237,24.72,2024-11-04,2024-11-08,Ryan,4,0,False,4,0.0,11,2024,4,0,45,651.68,11,2024-11,4,2024,2024-11-04,4
2023-01-01,Central,Chair,11,468.22,Store D,Retail,Carlos,Debit Card,WINTER15,0,REG100241,Cust 6437,19.92,2023-01-01,2023-01-11,Cameron,10,6,True,1,0.0,1,2023,1,6,52,5150.42,1,2023-01,1,2023,2023-01-01,10
2023-05-02,Central,Printer,13,134.2,Store A,Wholesale,Eva,Credit Card,WINTER15,0,REG100243,Cust 8678,9.6,2023-05-02,2023-05-10,Cameron,8,1,False,2,6.71,5,2023,2,1,18,1657.37,5,2023-05,2,2023,2023-05-02,8
2024-12-27,South,Monitor,14,551.14,Store C,Wholesale,Diana,Online,FREESHIP,1,REG100245,Cust 1960,12.35,2024-12-27,2025-01-05,Sophie,9,4,False,4,55.114000000000004,12,2024,27,4,52,6944.3640000000005,12,2024-12,4,2024,2024-12-27,9
2024-03-24,East,Laptop,6,595.11,Store C,Wholesale,Diana,Cash,SAVE10,1,REG100247,Cust 4944,28.92,2024-03-24,2024-03-31,Eric,7,6,True,1,0.0,3,2024,24,6,12,3570.66,3,2024-03,1,2024,2024-03-24,7
2024-12-26,East,Laptop,6,516.66,Store C,Wholesale,Bob,Online,NULL,1,REG100248,Cust 9618,5.15,2024-12-26,2025-01-03,Eric,8,3,False,4,25.833,12,2024,26,3,52,2944.962,12,2024-12,4,2024,2024-12-26,8
2023-01-11,North,Desk,6,202.57,Store D,Retail,Eva,Gift Card,FREESHIP,0,REG100249,Cust 2279,24.39,2023-01-11,2023-01-14,Ryan,3,2,False,1,10.1285,1,2023,11,2,2,1154.6490000000001,1,2023-01,1,2023,2023-01-11,3
2024-09-26,East,Desk,11,472.74,Store D,Retail,Carlos,Credit Card,NULL,1,REG100251,Cust 7381,16.8,2024-09-26,2024-10-01,Eric,5,3,False,3,70.911,9,2024,26,3,39,4420.119000000001,9,2024-09,3,2024,2024-09-26,5
2024-08-10,East,Phone,20,337.37,Store C,Retail,Diana,Gift Card,NULL,0,REG100252,Cust 2724,43.17,2024-08-10,2024-08-17,Eric,7,5,True,3,33.737,8,2024,10,5,32,6072.66,8,2024-08,3,2024,2024-08-10,7
2023-02-21,East,Tablet,4,477.05,Store B,Wholesale,Carlos,Credit Card,WINTER15,0,REG100254,Cust 9402,45.54,2023-02-21,2023-03-02,Eric,9,1,False,1,0.0,2,2023,21,1,8,1908.2,2,2023-02,1,2023,2023-02-21,9
2024-11-20,East,Laptop,6,562.93,Store C,Retail,Alice,Credit Card,WINTER15,0,REG100255,Cust 6561,43.73,2024-11-20,2024-11-27,Eric,7,2,False,4,0.0,11,2024,20,2,47,3377.58,11,2024-11,4,2024,2024-11-20,7
2023-08-26,East,Chair,20,18.29,Store B,Retail,Diana,Debit Card,FREESHIP,1,REG100256,Cust 3116,35.37,2023-08-26,2023-08-29,Eric,3,5,True,3,0.0,8,2023,26,5,34,365.79999999999995,8,2023-08,3,2023,2023-08-26,3
2024-01-01,South,Monitor,7,208.86,Store B,Retail,Frank,Cash,FREESHIP,0,REG100257,Cust 1015,20.64,2024-01-01,2024-01-08,Sophie,7,0,False,1,0.0,1,2024,1,0,1,1462.02,1,2024-01,1,2024,2024-01-01,7
2024-11-24,South,Printer,12,330.36,Store D,Retail,Diana,Cash,WINTER15,0,REG100258,Cust 1207,48.33,2024-11-24,2024-11-30,Sophie,6,6,True,4,16.518,11,2024,24,6,47,3766.104,11,2024-11,4,2024,2024-11-24,6
2024-08-25,South,Tablet,7,50.26,Store C,Retail,Diana,Cash,NULL,0,REG100259,Cust 2501,17.12,2024-08-25,2024-09-01,Sophie,7,6,True,3,7.539,8,2024,25,6,34,299.04699999999997,8,2024-08,3,2024,2024-08-25,7
2023-06-10,South,Laptop,2,374.59,Store C,Wholesale,Carlos,Online,SAVE10,0,REG100260,Cust 2330,34.64,2023-06-10,2023-06-18,Sophie,8,5,True,2,56.1885,6,2023,10,5,23,636.803,6,2023-06,2,2023,2023-06-10,8
2024-12-18,North,Printer,7,467.6,Store A,Retail,Carlos,Debit Card,NULL,0,REG100261,Cust 7436,15.64,2024-12-18,2024-12-26,Ryan,8,2,False,4,46.760000000000005,12,2024,18,2,51,2945.88,12,2024-12,4,2024,2024-12-18,8
2023-08-28,East,Chair,3,376.24,Store A,Retail,Frank,Debit Card,FREESHIP,1,REG100262,Cust 2762,6.15,2023-08-28,2023-09-01,Eric,4,0,False,3,18.812,8,2023,28,0,35,1072.2839999999999,8,2023-08,3,2023,2023-08-28,4
2023-01-22,West,Phone,13,140.49,Store A,Retail,Eva,Debit Card,SAVE10,0,REG100263,Cust 3599,17.69,2023-01-22,2023-01-31,Wendy,9,6,True,1,0.0,1,2023,22,6,3,1826.3700000000001,1,2023-01,1,2023,2023-01-22,9
2023-02-07,North,Monitor,3,506.33,Store B,Retail,Frank,Debit Card,FREESHIP,0,REG100264,Cust 4127,25.71,2023-02-07,2023-02-14,Ryan,7,1,False,1,75.9495,2,2023,7,1,6,1291.1415,2,2023-02,1,2023,2023-02-07,7
2023-11-22,South,Monitor,8,138.73,Store A,Wholesale,Frank,Online,WINTER15,1,REG100265,Cust 6855,48.51,2023-11-22,2023-11-29,Sophie,7,2,False,4,6.9365,11,2023,22,2,47,1054.348,11,2023-11,4,2023,2023-11-22,7
2023-01-25,West,Desk,6,134.53,Store C,Retail,Carlos,Debit Card,FREESHIP,1,REG100266,Cust 7017,33.5,2023-01-25,2023-01-29,Wendy,4,2,False,1,20.1795,1,2023,25,2,4,686.1030000000001,1,2023-01,1,2023,2023-01-25,4
2023-02-02,North,Printer,10,538.47,Store D,Retail,Bob,Gift Card,WINTER15,1,REG100268,Cust 9822,17.25,2023-02-02,2023-02-12,Ryan,10,3,False,1,53.84700000000001,2,2023,2,3,5,4846.2300000000005,2,2023-02,1,2023,2023-02-02,10
2023-05-24,North,Tablet,15,505.44,Store A,Wholesale,Alice,Online,SAVE10,0,REG100269,Cust 7425,37.5,2023-05-24,2023-06-01,Ryan,8,2,False,2,50.544000000000004,5,2023,24,2,21,6823.4400000000005,5,2023-05,2,2023,2023-05-24,8
